"sample_name"	"library_ID"	"title"	"library_strategy"	"library_source"	"library_selection"	"library_layout"	"platform"	"instrument"	"design_description"	"filetype"	"filename"	"filename2"	"Experiment"
"13_1.2RH"	"13_1.2RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"13_1.2RH.R1.fq.gz"	"13_1.2RH.R2.fq.gz"	3
"14_1.2CH"	"14_1.2CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"14_1.2CH.R1.fq.gz"	"14_1.2CH.R2.fq.gz"	3
"15_1.2BP"	"15_1.2BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"15_1.2BP.R1.fq.gz"	"15_1.2BP.R2.fq.gz"	3
"16_2.2RH"	"16_2.2RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"16_2.2RH.R1.fq.gz"	"16_2.2RH.R2.fq.gz"	3
"17_2.2CH"	"17_2.2CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"17_2.2CH.R1.fq.gz"	"17_2.2CH.R2.fq.gz"	3
"18_2.2BP"	"18_2.2BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"18_2.2BP.R1.fq.gz"	"18_2.2BP.R2.fq.gz"	3
"19_3.2RH"	"19_3.2RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"19_3.2RH.R1.fq.gz"	"19_3.2RH.R2.fq.gz"	3
"20_3.2CH"	"20_3.2CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"20_3.2CH.R1.fq.gz"	"20_3.2CH.R2.fq.gz"	3
"21_3.2BP"	"21_3.2BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"21_3.2BP.R1.fq.gz"	"21_3.2BP.R2.fq.gz"	3
"22_1.3RH"	"22_1.3RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"22_1.3RH.R1.fq.gz"	"22_1.3RH.R2.fq.gz"	3
"23_1.3CH"	"23_1.3CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"23_1.3CH.R1.fq.gz"	"23_1.3CH.R2.fq.gz"	3
"24_1.3BP"	"24_1.3BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"24_1.3BP.R1.fq.gz"	"24_1.3BP.R2.fq.gz"	3
"25_2.3CH"	"25_2.3CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"25_2.3CH.R1.fq.gz"	"25_2.3CH.R2.fq.gz"	3
"26_2.3CH"	"26_2.3CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"26_2.3CH.R1.fq.gz"	"26_2.3CH.R2.fq.gz"	3
"27_2.3RH"	"27_2.3RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"27_2.3RH.R1.fq.gz"	"27_2.3RH.R2.fq.gz"	3
"28_2.3BP"	"28_2.3BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"28_2.3BP.R1.fq.gz"	"28_2.3BP.R2.fq.gz"	3
"29_3.3CH"	"29_3.3CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"29_3.3CH.R1.fq.gz"	"29_3.3CH.R2.fq.gz"	3
"30_3.3RH"	"30_3.3RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"30_3.3RH.R1.fq.gz"	"30_3.3RH.R2.fq.gz"	3
"31_3.3BP"	"31_3.3BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"31_3.3BP.R1.fq.gz"	"31_3.3BP.R2.fq.gz"	3
"32_1.4CH"	"32_1.4CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"32_1.4CH.R1.fq.gz"	"32_1.4CH.R2.fq.gz"	3
"33_1.4RH"	"33_1.4RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"33_1.4RH.R1.fq.gz"	"33_1.4RH.R2.fq.gz"	3
"34_1.4BP"	"34_1.4BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"34_1.4BP.R1.fq.gz"	"34_1.4BP.R2.fq.gz"	3
"35_2.4CH"	"35_2.4CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"35_2.4CH.R1.fq.gz"	"35_2.4CH.R2.fq.gz"	3
"36_2.4RH"	"36_2.4RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"36_2.4RH.R1.fq.gz"	"36_2.4RH.R2.fq.gz"	3
"37_2.4BP"	"37_2.4BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"37_2.4BP.R1.fq.gz"	"37_2.4BP.R2.fq.gz"	3
"38_3.4CH"	"38_3.4CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"38_3.4CH.R1.fq.gz"	"38_3.4CH.R2.fq.gz"	3
"39_3.4RH"	"39_3.4RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"39_3.4RH.R1.fq.gz"	"39_3.4RH.R2.fq.gz"	3
"40_3.4BP"	"40_3.4BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"40_3.4BP.R1.fq.gz"	"40_3.4BP.R2.fq.gz"	3
"41_1.5CH"	"41_1.5CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"41_1.5CH.R1.fq.gz"	"41_1.5CH.R2.fq.gz"	3
"42_1.5BP"	"42_1.5BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"42_1.5BP.R1.fq.gz"	"42_1.5BP.R2.fq.gz"	3
"43_2.5CH"	"43_2.5CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"43_2.5CH.R1.fq.gz"	"43_2.5CH.R2.fq.gz"	3
"44_2.5RH"	"44_2.5RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"44_2.5RH.R1.fq.gz"	"44_2.5RH.R2.fq.gz"	3
"45_2.5BP"	"45_2.5BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"45_2.5BP.R1.fq.gz"	"45_2.5BP.R2.fq.gz"	3
"46_3.5CH"	"46_3.5CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"46_3.5CH.R1.fq.gz"	"46_3.5CH.R2.fq.gz"	3
"47_3.5RH"	"47_3.5RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"47_3.5RH.R1.fq.gz"	"47_3.5RH.R2.fq.gz"	3
"48_3.5BP"	"48_3.5BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"48_3.5BP.R1.fq.gz"	"48_3.5BP.R2.fq.gz"	3
"49_3.5BS"	"49_3.5BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"49_3.5BS.R1.fq.gz"	"49_3.5BS.R2.fq.gz"	3
"50_2.5BS"	"50_2.5BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"50_2.5BS.R1.fq.gz"	"50_2.5BS.R2.fq.gz"	3
"51_1.5BS"	"51_1.5BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"51_1.5BS.R1.fq.gz"	"51_1.5BS.R2.fq.gz"	3
"52_2.5CS"	"52_2.5CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"52_2.5CS.R1.fq.gz"	"52_2.5CS.R2.fq.gz"	3
"53_1.3BS"	"53_1.3BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"53_1.3BS.R1.fq.gz"	"53_1.3BS.R2.fq.gz"	3
"54_1.3BS"	"54_1.3BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"54_1.3BS.R1.fq.gz"	"54_1.3BS.R2.fq.gz"	3
"55_2.3BS"	"55_2.3BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"55_2.3BS.R1.fq.gz"	"55_2.3BS.R2.fq.gz"	3
"56_3.3BS"	"56_3.3BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"56_3.3BS.R1.fq.gz"	"56_3.3BS.R2.fq.gz"	3
"57_1.3CS"	"57_1.3CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"57_1.3CS.R1.fq.gz"	"57_1.3CS.R2.fq.gz"	3
"58_2.3CS"	"58_2.3CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"58_2.3CS.R1.fq.gz"	"58_2.3CS.R2.fq.gz"	3
"59_3.3CS"	"59_3.3CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"59_3.3CS.R1.fq.gz"	"59_3.3CS.R2.fq.gz"	3
"60_2.4BS"	"60_2.4BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"60_2.4BS.R1.fq.gz"	"60_2.4BS.R2.fq.gz"	3
"61_2.4CS"	"61_2.4CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"61_2.4CS.R1.fq.gz"	"61_2.4CS.R2.fq.gz"	3
"62_1.5CS"	"62_1.5CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"62_1.5CS.R1.fq.gz"	"62_1.5CS.R2.fq.gz"	3
"63_1.4BS"	"63_1.4BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"63_1.4BS.R1.fq.gz"	"63_1.4BS.R2.fq.gz"	3
"64_1.4CS"	"64_1.4CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"64_1.4CS.R1.fq.gz"	"64_1.4CS.R2.fq.gz"	3
"65_3.4CS"	"65_3.4CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"65_3.4CS.R1.fq.gz"	"65_3.4CS.R2.fq.gz"	3
"66_4.1BP"	"66_4.1BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"66_4.1BP.R1.fq.gz"	"66_4.1BP.R2.fq.gz"	3
"67_4.1BS"	"67_4.1BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"67_4.1BS.R1.fq.gz"	"67_4.1BS.R2.fq.gz"	3
"68_5.1BS"	"68_5.1BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"68_5.1BS.R1.fq.gz"	"68_5.1BS.R2.fq.gz"	3
"69_6.1BS"	"69_6.1BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"69_6.1BS.R1.fq.gz"	"69_6.1BS.R2.fq.gz"	3
"70_4.1CS"	"70_4.1CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"70_4.1CS.R1.fq.gz"	"70_4.1CS.R2.fq.gz"	3
"71_6.1CS"	"71_6.1CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"71_6.1CS.R1.fq.gz"	"71_6.1CS.R2.fq.gz"	3
"72_5.1CS"	"72_5.1CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"72_5.1CS.R1.fq.gz"	"72_5.1CS.R2.fq.gz"	3
"73_1.3RT"	"73_1.3RT"	"16S amplicon of RT sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"73_1.3RT.R1.fq.gz"	"73_1.3RT.R2.fq.gz"	3
"74_2.3RT"	"74_2.3RT"	"16S amplicon of RT sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"74_2.3RT.R1.fq.gz"	"74_2.3RT.R2.fq.gz"	3
"75_3.3RT"	"75_3.3RT"	"16S amplicon of RT sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"75_3.3RT.R1.fq.gz"	"75_3.3RT.R2.fq.gz"	3
