"OTU"	"Phylum"	"Class"	"Family"	"Genus"	"BP"	"BS"	"CH"	"CS"	"RH"	"RT"
"1492"	"ASV2757"	"Verrucomicrobia"	"Verrucomicrobiae"	"Chthoniobacteraceae"	"Candidatus_Udaeobacter"	9.80279090960327e-05	9.99055558505813e-05	0.000147937969631793	0.000106187218110303	0	0
"1493"	"ASV2759"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacteraceae"	"Conexibacter"	6.64274327438677e-05	5.71570782746966e-05	1.50061669574592e-05	0.000258559122958962	1.33398620187449e-05	0
"1494"	"ASV276"	"Bacteroidetes"	"Bacteroidia"	"Microscillaceae"	NA	0.00259537134177332	0.000632440016706683	0.00131393973853958	0.000365390246327931	0.000178434606770421	0.000235524946490514
"1495"	"ASV2760"	"Acidobacteria"	"Thermoanaerobaculia"	"Thermoanaerobaculaceae"	"Subgroup_10"	0.000165427104375541	1.33260991652151e-05	0.000139032116127402	7.54030045563698e-05	9.2577377329189e-06	0
"1496"	"ASV2761"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutaceae"	"Lacunisphaera"	0	0	1.29342680497711e-05	0	0.000400068109880848	0.00016552267063008
"1497"	"ASV2764"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriaceae"	"Solitalea"	9.62905891499991e-05	0.000115816132929455	4.75854283525974e-05	9.65587328843924e-05	3.17273710154403e-05	0
"1498"	"ASV2765"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacteraceae"	"Conexibacter"	0	0	0	0	0.000228142258656607	7.55813414002508e-05
"1499"	"ASV2766"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacteraceae"	"Conexibacter"	3.31167320050839e-05	0.000117023593112399	8.02725358334032e-05	0.000118680057187574	1.41245597845534e-05	0
"1500"	"ASV2767"	"Proteobacteria"	"Deltaproteobacteria"	"Haliangiaceae"	"Haliangium"	0	0	0.000517090132610061	0	7.61956365298814e-05	0
"1501"	"ASV2769"	"Proteobacteria"	"Deltaproteobacteria"	"Polyangiaceae"	"Jahnella"	0	0	0	0	0.000192092190532799	0.000176317657648662
"1502"	"ASV277"	"Proteobacteria"	"Deltaproteobacteria"	"BIrii41"	NA	0.00227370408445998	0.000531491997322547	0.00215953406788743	0.000610776540781688	9.52421926187612e-05	0
"1503"	"ASV2770"	"Acidobacteria"	"Thermoanaerobaculia"	"Thermoanaerobaculaceae"	"Subgroup_10"	0.000229688486147816	0	0.00015386019739421	0	1.00292158773288e-05	0
"1504"	"ASV2772"	"Planctomycetes"	"Planctomycetacia"	"Pirellulaceae"	"Pir4_lineage"	2.85600905038308e-05	0.000262234310924849	3.81182766566959e-05	0.000151571067695408	0	0
"1505"	"ASV2773"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	"Flavisolibacter"	1.21897163120567e-05	0.000195225260276067	4.0140577379471e-05	0.000131373725284306	0	0
"1506"	"ASV2774"	"Proteobacteria"	"Deltaproteobacteria"	"BIrii41"	NA	0	0	0	0	0.000187382600209332	0.000292692328972509
"1507"	"ASV2776"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	8.63814714642117e-05	7.89650131357238e-05	4.87694617598384e-05	0.000199396642755286	2.68885115903377e-05	0
"1508"	"ASV2778"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	"Niastella"	0	0	0.000107507029136984	0	0	0.000255959239260355
"1509"	"ASV278"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	0.00171306334743847	0.00169614154270137	0.000271518447351876	0.00171759721447218	0.000121673317152345	9.27391433376199e-06
"1510"	"ASV2782"	"Proteobacteria"	"Deltaproteobacteria"	"Archangiaceae"	"Anaeromyxobacter"	5.24615108353016e-05	0.000112825573517463	4.13424912214309e-05	0.000169532185705607	4.44301108991575e-05	0
"1511"	"ASV2783"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadaceae"	"Sphingomonas"	4.28488141076777e-05	0.00016406070668151	4.50722891419014e-05	9.05087157898013e-05	6.97139732566409e-05	0
"1512"	"ASV2784"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	0	0.000115307239180949	0.000180815711823374	0.000137268776255233	0	0
"1513"	"ASV2785"	"Proteobacteria"	"Gammaproteobacteria"	"Methylophilaceae"	"Methylotenera"	0.000125476711910436	3.41236367607114e-05	8.77823114569764e-05	0	0	0
"1514"	"ASV2786"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiaceae"	"Pseudochrobactrum"	8.19934852448996e-06	0	0	0	0.000259240226364446	5.06497641168128e-05
"1515"	"ASV2787"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	NA	0	0	0	0	0.00126842885815132	0
"1516"	"ASV2789"	"Verrucomicrobia"	"Verrucomicrobiae"	"Rubritaleaceae"	"Luteolibacter"	8.21488357612914e-05	6.900602568131e-05	1.99628828575772e-05	0	1.45123347589284e-05	0
"1517"	"ASV279"	"Armatimonadetes"	"Fimbriimonadia"	"Fimbriimonadaceae"	NA	0.000916759762042546	0.00190763436656596	0.00102457320583923	0.00223788201058565	0.000181549780680511	0
"1518"	"ASV2790"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutaceae"	"IMCC26134"	0.00012784982622456	1.09207775593622e-05	4.42894860763072e-05	2.83725313364476e-05	6.50234257245891e-05	4.91263447693941e-05
"1519"	"ASV2792"	"Proteobacteria"	"Alphaproteobacteria"	"KF-JG30-B3"	NA	8.63240181107812e-05	0.000296772907854134	0	6.68687943225929e-05	1.78574617403882e-05	0
"1520"	"ASV2793"	"Proteobacteria"	"Deltaproteobacteria"	"Sandaracinaceae"	NA	0.000169052623036039	0	5.81904139483784e-05	0	5.91167651520732e-05	0
"1521"	"ASV2795"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	"Gemmatimonas"	0.000166870701332088	0.000107357756805173	9.26009762200693e-06	0.000136742265392384	4.09796765392171e-06	0
"1522"	"ASV2796"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacteraceae"	"Phenylobacterium"	4.12500515829508e-05	0.000151618865451742	4.76346355163603e-05	0.00020250148436674	0	0
"1523"	"ASV2798"	"Proteobacteria"	"Alphaproteobacteria"	"Xanthobacteraceae"	NA	0	0	7.90459247020431e-05	0	0.000139057114694063	0.000157253509484587
"1524"	"ASV2799"	"Proteobacteria"	"Alphaproteobacteria"	"SM2D12"	NA	4.90750722463418e-05	0.000144348540056142	4.19776157435585e-05	0.000187977602834859	6.31046451709263e-05	0
"1525"	"ASV28"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacteraceae"	"possible_genus_04"	7.74573545308556e-05	1.3129102844639e-05	0.00980023921369813	0.000626210406452922	0.0245128806235364	0.000885905857348764
"1526"	"ASV2800"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiaceae"	"Hyphomicrobium"	9.03802881481056e-05	7.01082701920986e-05	6.726040553919e-05	8.35123395286737e-05	4.43110526002917e-05	0
"1527"	"ASV2801"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiaceae"	NA	0	0.000261159770381399	0.000104449581548399	0.000134007726995123	7.22685528373977e-05	0
"1528"	"ASV2802"	"Actinobacteria"	"Thermoleophilia"	"Gaiellaceae"	"Gaiella"	0.000116761377053198	0.000177357904435673	8.04030386031635e-05	0.000169184159903917	0	0
"1529"	"ASV2804"	"Chloroflexi"	"Anaerolineae"	"A4b"	NA	0.000162607201136157	8.92259647557439e-06	0.000101996381693184	2.85208093131861e-05	3.031804802781e-05	2.76593762373931e-05
"1530"	"ASV2805"	"Actinobacteria"	"Actinobacteria"	"Micromonosporaceae"	"Micromonospora"	0.00020296337802664	8.76042843909327e-05	3.07529448455772e-05	7.26179881167602e-05	5.20842634094656e-06	0
"1531"	"ASV2806"	"Acidobacteria"	"Thermoanaerobaculia"	"Thermoanaerobaculaceae"	"Subgroup_10"	1.45211645974007e-05	8.07317692224268e-05	7.4454433486628e-05	0.000201132638375876	0	0
"1532"	"ASV2808"	"Verrucomicrobia"	"Verrucomicrobiae"	"Chthoniobacteraceae"	"Chthoniobacter"	5.21776724285725e-06	0.000245778998311458	7.91760065029893e-06	0.00014393147253656	0	0
"1533"	"ASV281"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	NA	0.000950591825714999	0.00214461897066195	0.000480011330814654	0.00203310095488189	0.000180948418689586	0
"1534"	"ASV2812"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacteraceae"	"Phenylobacterium"	0.000233329248395981	3.78268476050877e-05	0.000161282908131492	0	0	0
"1535"	"ASV2813"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	0.000198765195657997	0.000145165583852876	3.69905151838337e-05	3.28775307669316e-05	9.2577377329189e-06	0
"1536"	"ASV2814"	"Proteobacteria"	"Gammaproteobacteria"	"Solimonadaceae"	"Polycyclovorans"	2.45487808575699e-05	0.000134428789140791	5.98845756032455e-05	0.000179736947198264	0	0
"1537"	"ASV2815"	"Planctomycetes"	"Planctomycetacia"	"Isosphaeraceae"	"Singulisphaera"	7.64475311335267e-05	0.000104918755302062	5.73081912746846e-06	0.000231695758073658	0	0
"1538"	"ASV2816"	"Proteobacteria"	"Deltaproteobacteria"	"Sandaracinaceae"	NA	0.000148519813352076	3.5229786710284e-05	5.45434711465038e-05	3.53324191770911e-05	6.70338671498008e-05	0
"1539"	"ASV2817"	"Proteobacteria"	"Gammaproteobacteria"	"Unknown_Family"	"Acidibacter"	0.000305567010971147	0	4.61715822568381e-05	0	2.54073994543146e-05	0
"1540"	"ASV2819"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	6.33516919171661e-05	0.000227362386130057	3.23841924234625e-05	0.00021293675144167	4.36191538974623e-05	0
"1541"	"ASV2820"	"Chloroflexi"	"Anaerolineae"	"Anaerolineaceae"	NA	0.00010630880166243	0.000104381416885736	0.000157168970000802	0.000124356222958388	0	0
"1542"	"ASV2823"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	0.000179538763171813	6.02344794791435e-05	0.000113501354255603	7.85187410131733e-05	0	0
"1543"	"ASV2824"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	"Zavarzinella"	0.000321786244474157	1.61816918434754e-05	6.37054732498518e-05	0	0	0
"1544"	"ASV2825"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	4.68249877116028e-05	0.000180317487192257	4.15552157485359e-05	0.000191895582960023	3.33964788453292e-05	0
"1545"	"ASV2826"	"Bacteroidetes"	"Bacteroidia"	"AKYH767"	NA	2.99352858991399e-05	0.000310785644704961	5.77521170872569e-05	0.000137159833724517	0	0
"1546"	"ASV2827"	"Acidobacteria"	"Acidobacteriia"	"Solibacteraceae_(Subgroup_3)"	"Candidatus_Solibacter"	6.74106806410618e-05	0.000202220638676646	3.05016615818284e-05	0.000154223695070172	2.08299098990675e-05	0
"1547"	"ASV2828"	"Actinobacteria"	"Actinobacteria"	"Nocardiaceae"	"Rhodococcus"	0	0	5.04936050363754e-05	0	0.00010207070336515	0.000234535952484242
"1548"	"ASV2829"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionaceae"	"Bdellovibrio"	0	0	3.32300252323941e-05	0	0.00012886372477367	0.000211690955679628
"1549"	"ASV283"	"Firmicutes"	"Bacilli"	"Bacillaceae"	"Bacillus"	0.00111117384863675	0.000708898007862024	0.00247511204336202	0.00123092927403336	7.88584107565202e-05	0
"1550"	"ASV2830"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiaceae"	NA	0	0	0.000744806055354002	0	0	0
"1551"	"ASV2831"	"Latescibacteria"	"Latescibacteria"	"Latescibacteraceae"	NA	3.0731231117572e-05	0.000125139432191017	0.000111293966925831	0.000120653027724359	2.99622101624326e-05	0
"1552"	"ASV2833"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiaceae"	NA	5.10690417159258e-05	0	9.71864231194947e-05	0	6.3682695428761e-05	0.000254548490827117
"1553"	"ASV2834"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacteraceae"	"possible_genus_04"	3.10635470226198e-05	2.63185598484051e-05	0.000248541266729237	6.40459119650429e-05	5.33040614774343e-05	0
"1554"	"ASV2835"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionaceae"	"Bdellovibrio"	0	0	1.662501177605e-05	0	0.000191384809403084	0.00019884029285762
"1555"	"ASV2836"	"Planctomycetes"	"Planctomycetacia"	"Pirellulaceae"	"Pir4_lineage"	4.75069089036047e-05	0.000159982217275557	0.000153866105151081	0.000191722990504231	1.19049744935921e-05	0
"1556"	"ASV2838"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	0.000276193620111517	4.76337792342528e-05	4.40964570008026e-05	1.57576702533336e-05	0	0
"1557"	"ASV2839"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	"ADurb.Bin063-1"	1.88386524822695e-05	0.000237772444255667	5.88644582910823e-05	0.000111860091572816	0	0
"1558"	"ASV284"	"Proteobacteria"	"Deltaproteobacteria"	"Bacteriovoracaceae"	"Bacteriovorax"	2.40097479576708e-06	0	8.35541660708265e-05	1.82738519452515e-05	0.00161802452368168	0.00310735055589183
"1559"	"ASV2840"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	6.13476856396774e-05	0.000125707896969155	0	0.00016524765205267	0	0
"1560"	"ASV2841"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	"Gemmatimonas"	0.000198767310016102	0.000236210453317928	0	1.12561678683479e-05	0	0
"1561"	"ASV2842"	"Acidobacteria"	"Subgroup_6"	"Unknown_Family"	"Vicinamibacter"	8.34371942147371e-05	0	0.000133369125386487	3.12242010039205e-05	5.48601673132658e-05	0
"1562"	"ASV2843"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellaceae"	"Legionella"	0	0.000338326586306523	0.000103429131622517	6.79563205715813e-05	0	0
"1563"	"ASV2844"	"Acidobacteria"	"Blastocatellia_(Subgroup_4)"	"Blastocatellaceae"	"JGI_0001001-H03"	0.000118664982629848	0.000128141472159366	2.68066965115692e-05	8.2105286645502e-05	0	0
"1564"	"ASV2845"	"Planctomycetes"	"Planctomycetacia"	"Isosphaeraceae"	"Singulisphaera"	0.000136814124668792	0.000421147357914778	1.08034472256748e-05	0	0	0
"1565"	"ASV2846"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacteraceae"	"Steroidobacter"	0.000257944445505967	3.37946300332877e-05	0.000115104476461349	0	4.44142218197725e-05	0
"1566"	"ASV2847"	"Proteobacteria"	"Deltaproteobacteria"	"0319-6G20"	NA	0	0	3.75736529874348e-05	0	9.5590603879327e-05	0.00016900349018678
"1567"	"ASV2848"	"Bacteroidetes"	"Bacteroidia"	"Microscillaceae"	"OLB12"	0.000209243267903685	8.7876891422547e-05	6.86220749050034e-05	0	2.5671673728785e-05	1.62817657249293e-05
"1568"	"ASV285"	"Actinobacteria"	"Thermoleophilia"	"Gaiellaceae"	"Gaiella"	0.00119099935832533	0.00178322611071194	0.000571715055708072	0.00182311879297629	0.000254025421200669	0
"1569"	"ASV2850"	"Proteobacteria"	"Deltaproteobacteria"	"Sandaracinaceae"	NA	8.96325697781032e-05	0.000215313426917963	4.38646512321581e-05	7.61739004997818e-05	0	0
"1570"	"ASV2851"	"Proteobacteria"	"Deltaproteobacteria"	"Vulgatibacteraceae"	"Vulgatibacter"	0.000106732957886492	0.000185614319490732	4.04086332477802e-05	9.30217018886326e-05	1.31498145218662e-05	0
"1571"	"ASV2853"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiaceae"	"Ideonella"	0	0	0.000652741047306651	0	0	0
"1572"	"ASV2855"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	8.1030289968367e-05	0.000111363750291023	0	0.000225293264344457	2.18519386552398e-05	0
"1573"	"ASV2856"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	"Gemmatirosa"	9.24609522936827e-05	0.000119182109341712	0	0.00026897030422166	0	0
"1574"	"ASV2858"	"Bacteroidetes"	"Bacteroidia"	"NS9_marine_group"	NA	0.000231323826560707	0	7.32756459562564e-05	6.52497473094988e-05	1.87263813515204e-05	0
"1575"	"ASV2859"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	0.000173830585773165	9.27985946280206e-05	8.25898141291465e-05	8.72072146015656e-05	7.44060905849509e-06	0
"1576"	"ASV286"	"Planctomycetes"	"Planctomycetacia"	"Pirellulaceae"	"Pir4_lineage"	0.000244551002468108	8.17701978384542e-05	0.000357096294447951	4.23261646176866e-05	0.00182432340553279	0.00238374279046309
"1577"	"ASV2860"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiaceae"	NA	0.000163085959414671	0	0.000154331120524096	0	0	0
"1578"	"ASV2861"	"Acidobacteria"	"Acidobacteriia"	"Solibacteraceae_(Subgroup_3)"	"PAUC26f"	0.000111133062535745	0.000150653911358141	0	0.000202577940291301	0	0
"1579"	"ASV2862"	"Bacteroidetes"	"Bacteroidia"	"AKYH767"	NA	7.1782210109986e-05	0.000166947283282481	4.48056578274956e-05	0.000161026645927627	2.49846475915457e-05	0
"1580"	"ASV2863"	"Proteobacteria"	"Deltaproteobacteria"	"Polyangiaceae"	"Polyangium"	3.97882694402484e-05	0.000156682110238681	5.32752899550919e-05	0.000151960371988337	2.93161694875765e-05	0
"1581"	"ASV2864"	"Proteobacteria"	"Gammaproteobacteria"	"Solimonadaceae"	"Polycyclovorans"	7.90934446977856e-05	0.000140270522091923	4.47823802349274e-05	0.000151656658757541	0	0
"1582"	"ASV2865"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiaceae"	"Rubrivivax"	0	0	0.000543075884735855	0	5.78522425504655e-05	0
"1583"	"ASV2866"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales_Incertae_Sedis"	"Bauldia"	0.000178420161958289	5.93149982191045e-05	2.79970338312056e-05	0.000216071666670855	7.44060905849509e-07	0
"1584"	"ASV2867"	"Proteobacteria"	"Gammaproteobacteria"	"TRA3-20"	NA	0	0.00014410270064096	4.33672631014233e-05	0.000170886890804135	5.72584760821645e-05	0
"1585"	"ASV2868"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacteraceae"	"Sulfurifustis"	0.000117891840837553	0	0.000194319634329856	2.89557999532168e-05	0	0
"1586"	"ASV2869"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	"Ferruginibacter"	1.26051176777772e-05	9.71835104266275e-05	0.00020950252822358	0.000134689503008025	0	0
"1587"	"ASV287"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosomonadaceae"	"MND1"	0.00183385192381414	0.00144345953305968	0.000747953096346346	0.00152449175739645	0.000107644603717054	0
"1588"	"ASV2870"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudohongiellaceae"	"BIyi10"	0.00027205621317161	0.000109161428562654	8.22070961165368e-06	2.97649451893793e-05	1.09047884743656e-05	0
"1589"	"ASV2872"	"Proteobacteria"	"Deltaproteobacteria"	"0319-6G20"	NA	0	0	0.000160655548861444	0	6.25334573023752e-05	0
"1590"	"ASV2874"	"Proteobacteria"	"Deltaproteobacteria"	"Nannocystaceae"	"Nannocystis"	7.75378409154444e-05	5.61991698579767e-06	0.000302115952938389	8.29568500241705e-05	4.21571255569409e-05	0
"1591"	"ASV2876"	"Planctomycetes"	"Planctomycetacia"	"Rubinisphaeraceae"	"SH-PL14"	0.000124895586624121	9.93821878484035e-05	0.00017868655804879	3.99882357190401e-05	0	6.93389913950312e-06
"1592"	"ASV2877"	"Planctomycetes"	"Planctomycetacia"	"Pirellulaceae"	"Rhodopirellula"	0	0	0	0	4.60243508265316e-05	0.000297278660681822
"1593"	"ASV2879"	"Proteobacteria"	"Deltaproteobacteria"	"0319-6G20"	NA	0	0	0.000219632137862626	0	0.000202999231346037	6.09875390847606e-05
"1594"	"ASV2882"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	3.32488955933289e-05	0.000138146228767514	3.28981352528914e-05	0.000211479121520141	0	0
"1595"	"ASV2886"	"Proteobacteria"	"Alphaproteobacteria"	"Xanthobacteraceae"	NA	0.000122268970037	0.000107154272011423	9.3604847881266e-05	0.000106870023264976	0	0
"1596"	"ASV2887"	"Proteobacteria"	"Gammaproteobacteria"	"Porticoccaceae"	"Porticoccus"	0.000185418270169802	3.37357331336197e-05	0.000131032646847475	1.25183003127029e-05	3.61997140355869e-05	0
"1597"	"ASV2888"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadaceae"	"Ellin6055"	5.17324880024656e-05	0	7.70769905401351e-05	0.000218805649333862	0	0
"1598"	"ASV289"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiaceae"	"Hydrogenophaga"	0	0	0	0	0.00545526067779468	3.44504060749993e-05
"1599"	"ASV2890"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	7.34480897855149e-05	0.00012383371190321	1.43270478186712e-05	0.000178606761093575	2.76525730719243e-05	0
"1600"	"ASV2891"	"Proteobacteria"	"Gammaproteobacteria"	"Moraxellaceae"	"Acinetobacter"	0	0	0.000218922227753568	0	0.000171687570838769	0
"1601"	"ASV2892"	"Planctomycetes"	"Planctomycetacia"	"Pirellulaceae"	NA	0.000120962561035487	3.59695424175311e-05	5.17258183664273e-05	0.000228876260895068	0	0
"1602"	"ASV2893"	"Proteobacteria"	"Deltaproteobacteria"	"Blfdi19"	NA	4.71555373993367e-05	0.000170693220125446	8.26645378579965e-06	0.000181567020143865	9.2577377329189e-06	0
"1603"	"ASV2894"	"Actinobacteria"	"Actinobacteria"	"Micromonosporaceae"	NA	0.00018233318203379	5.11839119501008e-05	8.13485011387537e-05	8.88373274787292e-05	0	0
"1604"	"ASV2895"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	5.44343710510551e-05	5.99520383693046e-05	4.66709680133648e-05	0.000214681081057198	0	0
"1605"	"ASV2896"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadaceae"	"Sphingomonas"	2.62574710158749e-05	0.000103534001611125	0.000111277093980407	0.000177512229443396	0	0
"1606"	"ASV2899"	"Bacteroidetes"	"Bacteroidia"	"Microscillaceae"	"Ohtaekwangia"	0.00024484140446406	5.17706472177644e-05	6.79585983753358e-05	2.22927031929231e-05	0	0
"1607"	"ASV2900"	"Omnitrophicaeota"	"Omnitrophia"	"Omnitrophaceae"	"Candidatus_Omnitrophus"	7.36364950933059e-05	0.000213441935461843	0	0.000123568750374017	0	0
"1608"	"ASV2901"	"Chloroflexi"	"Chloroflexia"	"Roseiflexaceae"	NA	0.000253959939179211	6.01254212957399e-05	0.000201921719394299	1.58339413621879e-05	0	0
"1609"	"ASV2903"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaeraceae"	"AKYG587"	6.41740933200105e-05	0.000161106750572704	5.29150991121204e-05	0.000136672482630927	1.48812181169902e-05	0
"1610"	"ASV2904"	"Proteobacteria"	"Deltaproteobacteria"	"Haliangiaceae"	"Haliangium"	0.00011686569925702	9.28546366203167e-05	4.02339701157397e-05	0.000137380433695639	0	0
"1611"	"ASV2905"	"Acidobacteria"	"Blastocatellia_(Subgroup_4)"	"Pyrinomonadaceae"	"RB41"	4.11607047744498e-05	0.000181776893475982	3.89572725292071e-05	0.00012024046795706	0	0
"1612"	"ASV2906"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	"Gemmatimonas"	5.90554247184559e-05	7.99909185461371e-05	4.75744206132408e-05	0.000174085418236567	6.38542729392847e-05	0
"1613"	"ASV2907"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadaceae"	"Ellin6055"	4.12219517968522e-05	0.000204263657780911	0	0.000149020696944503	1.23436503105585e-05	0
"1614"	"ASV2908"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacteraceae"	"possible_genus_04"	0	0	0.000798236053330567	1.81342231192144e-05	0	0
"1615"	"ASV2909"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	2.61532516220628e-05	0.000172141921663461	7.91194010245697e-05	0.00016590783636775	2.72332637977331e-05	0
"1616"	"ASV291"	"Verrucomicrobia"	"Verrucomicrobiae"	"Chthoniobacteraceae"	"Candidatus_Udaeobacter"	0.00115424674088619	0.0013472359956971	0.000464159639488714	0.00188604565903748	0.000227871187857249	1.54565238896033e-05
"1617"	"ASV2910"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiaceae"	NA	0.000150165171127215	0	0.000104265703960214	7.67358568309092e-05	4.59409292854817e-05	0
"1618"	"ASV2911"	"Actinobacteria"	"Acidimicrobiia"	"Microtrichaceae"	NA	0.000210489210026067	0	5.81352411184469e-05	2.47359605076843e-05	3.49050308617933e-05	0
"1619"	"ASV2914"	"Planctomycetes"	"Planctomycetacia"	"Rubinisphaeraceae"	"SH-PL14"	3.22036415840984e-05	0.000203378001767915	7.46735216227878e-05	6.95609529113553e-05	1.4978858411271e-05	0
"1620"	"ASV2918"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales_Incertae_Sedis"	"Bauldia"	5.01836470182609e-05	4.51022020924131e-05	8.09661567772045e-05	0.000113329973170998	0	0
"1621"	"ASV2919"	"Proteobacteria"	"Deltaproteobacteria"	"Polyangiaceae"	NA	0.000153566150516842	0.000152740935814948	0	6.08925679449812e-05	0	0
"1622"	"ASV2921"	"Planctomycetes"	"Planctomycetacia"	"Pirellulaceae"	"Pirellula"	8.53849437882453e-05	3.94029662552997e-05	0.000122057080424773	0.000228536928805061	4.00195860562346e-05	0
"1623"	"ASV2923"	"Bacteroidetes"	"Bacteroidia"	"Microscillaceae"	"Ohtaekwangia"	8.93368816365631e-05	2.97582881733757e-05	0.000275080715176875	0.000143775296370175	1.38866065993783e-05	0
"1624"	"ASV2924"	"Verrucomicrobia"	"Verrucomicrobiae"	"Chthoniobacteraceae"	"Chthoniobacter"	0.000114400426178738	4.54593008733452e-05	0	0.000120071900049218	1.57275980025951e-05	0
"1625"	"ASV2925"	"Proteobacteria"	"Deltaproteobacteria"	"BIrii41"	NA	0.000329794008732747	7.09771644622797e-05	0	0	0	0
"1626"	"ASV2928"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosomonadaceae"	"Ellin6067"	0.000151696109735422	0	0.00015702457672473	0	2.51103285058727e-05	0
"1627"	"ASV293"	"Proteobacteria"	"Deltaproteobacteria"	"0319-6G20"	NA	0.00123775394484148	0.00226921281491909	0.00010562554966413	0.00193066784670407	0.000359430065095295	0.000264523734751393
"1628"	"ASV2932"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacteraceae"	NA	8.58854006635796e-05	3.52715173410969e-05	0.000292727292857128	5.24647470601085e-05	0	0
"1629"	"ASV2934"	"Proteobacteria"	"Deltaproteobacteria"	"Bacteriovoracaceae"	"Bacteriovorax"	0	0	0	0	6.10236369081022e-05	0.000317575428428223
"1630"	"ASV2935"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	9.44115762697858e-05	2.8039558230758e-05	4.1951541969917e-05	0.000146001510657242	2.00896444579368e-05	0
"1631"	"ASV2936"	"Bacteroidetes"	"Bacteroidia"	"Saprospiraceae"	NA	6.10801795751247e-05	0.000120324062458192	2.90720060605261e-05	0.00016489884409514	0	0
