ASV	OTU	Phylum	Class	Family	Genus	BP	BS	CH	CS	RH	RT	meanAbund	sumAbund	CH-BS	CH-CS	RH-CS
ASV1601	ASV1601	Bacteroidetes	Bacteroidia	Flavobacteriaceae	Flavobacterium	8.79698868712e-05	0.0	0.00010786124854	0.0	0.0	8.92739514211e-05	8.79698868712e-05	0.00010786124854			
ASV151	ASV151	Proteobacteria	Gammaproteobacteria	Xanthomonadaceae	Lysobacter	0.000480760487826	0.000886194934658	0.00128988355391	0.00074379459431	1.84603731994e-05	0.0	0.00136695542248	0.00293833345607			
ASV1607	ASV1607	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Polaromonas	0.000341739705064	1.43448501988e-05	0.000269451741345	1.41968622095e-05	2.1039703235e-05	0.0	0.000356084555263	0.000319033156989	1.0		
BE232																
BE191																
BE233																
ASV4509	ASV4509	Verrucomicrobia	Verrucomicrobiae	Pedosphaeraceae		0.0	0.0	0.000204983067263	0.0	0.0	0.0	0.0	0.000204983067263	1.0		
BE231																
ASV18	ASV18	Proteobacteria	Alphaproteobacteria	Xanthobacteraceae	Bradyrhizobium	0.0103848021992	0.00814221440897	0.0125495799866	0.00821510761547	0.00650861707333	0.00156497111522	0.0185270166082	0.0354155190843	1.0		
ASV19	ASV19	Actinobacteria	Actinobacteria	Micrococcaceae	Pseudarthrobacter	0.00713006814716	0.0193105970744	0.00637548540468	0.0143945326263	0.00178794264836	0.000136624848132	0.0264406652216	0.0418685577537			
BE235																
BE234																
ASV14	ASV14	Bacteroidetes	Bacteroidia	Flavobacteriaceae	Flavobacterium	0.000872162998224	0.000375074409465	0.000501180892131	0.000112096989765	0.00475797406384	0.0370581134832	0.00124723740769	0.0057463263552		1.0	1.0
ASV15	ASV15	Proteobacteria	Gammaproteobacteria	Xanthomonadaceae	Luteimonas	0.0	0.0	0.000165878921887	0.0	0.0261657288153	0.0185622588165	0.0	0.0263316077372			1.0
ASV16	ASV16	Planctomycetes	Planctomycetacia	Pirellulaceae	Pirellula	5.07428196169e-05	3.60628154149e-05	0.000864135561243	6.45908344619e-05	0.0312623861277	0.0220556026762	8.68056350318e-05	0.0322271753388	1.0	1.0	1.0
ASV17	ASV17	Proteobacteria	Deltaproteobacteria	Sandaracinaceae		0.00055415031584	0.000321614869484	0.0295845579303	0.00124179335358	0.0178556552843	0.00310071366724	0.000875765185323	0.0490036214377	1.0	1.0	1.0
ASV11	ASV11	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Piscinibacter	0.000313565344198	8.60874005982e-05	0.00301220239171	0.000595823583192	0.0491392591671	0.0449389071845	0.000399652744796	0.0528333725426	1.0		1.0
ASV12	ASV12	Proteobacteria	Gammaproteobacteria	Burkholderiaceae		0.000248048116275	0.000290089765367	0.00252471072573	0.0002713098383	0.0226476658464	0.0484430044003	0.000538137881642	0.0257337761758	1.0	1.0	1.0
ASV13	ASV13	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Paucibacter	0.000161405479797	7.34785615491e-05	0.00582577528345	0.000534879514142	0.0225966813584	0.03448663813	0.000234884041346	0.0290308147176	1.0		1.0
BE62																
ASV2983	ASV2983	Bacteroidetes	Bacteroidia	Microscillaceae	Ohtaekwangia	1.11809298061e-05	3.11415606371e-05	0.000330307964897	0.0	0.0	0.0	4.23224904432e-05	0.000361449525534	1.0	1.0	
ASV286	ASV286	Planctomycetes	Planctomycetacia	Pirellulaceae	Pir4_lineage	0.000244551002468	8.17701978385e-05	0.000357096294448	4.23261646177e-05	0.00182432340553	0.00238374279046	0.000326321200307	0.00230551606244	1.0		1.0
BE239																
ASV368	ASV368	Fibrobacteres	Fibrobacteria	Fibrobacteraceae	possible_genus_04	0.000141959964208	3.64231899486e-05	0.0055123529619	0.000444919037305	5.35373338185e-05	0.0	0.000178383154157	0.00604723252298	1.0	1.0	
ASV2853	ASV2853	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Ideonella	0.0	0.0	0.000652741047307	0.0	0.0	0.0	0.0	0.000652741047307	1.0		
ASV360	ASV360	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Rhodoferax	0.0	8.73589376993e-05	0.000775867878946	2.05683021895e-05	0.00108818638478	0.00248268387023	8.73589376993e-05	0.00197198150362	1.0		
ASV227	ASV227	Chloroflexi	Chloroflexia	Herpetosiphonaceae	Herpetosiphon	4.75140290159e-05	2.63294921154e-05	0.0063111069238	0.000693282211525	0.00133979581846	0.000242284696185	7.38435211313e-05	0.00837051444589	1.0	1.0	
ASV1731	ASV1731	Proteobacteria	Gammaproteobacteria	Moraxellaceae	Enhydrobacter	0.0	0.0	0.000832195482161	5.33359503506e-06	0.000122856636965	0.0	0.0	0.000960385714161	1.0		
ASV366	ASV366	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Oxalobacter	0.0	0.0	0.00728332773888	0.000182181681504	0.0	0.0	0.0	0.00746550942038	1.0	1.0	
ASV2522	ASV2522	Proteobacteria	Gammaproteobacteria	Rhodanobacteraceae		8.95908157521e-05	0.0	0.000504156558559	3.03069006648e-05	0.0	0.0	8.95908157521e-05	0.000534463459224	1.0	1.0	
ASV2679	ASV2679	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	8.26358264432e-05	1.97644082536e-05	0.000366128526224	0.0	2.63887814344e-05	0.0	0.000102400234697	0.000412281715912	1.0	1.0	
ASV600	ASV600	Actinobacteria	Actinobacteria	Cellulomonadaceae	Cellulomonas	0.00116055416272	0.000310530893881	0.000594244828775	0.000318279853332	9.113534074e-05	0.0	0.0014710850566	0.00131419091673			
ASV654	ASV654	Actinobacteria	Actinobacteria	Micrococcaceae	Micrococcus	0.0	0.0	0.000292455554194	0.0	5.35542068882e-05	0.0	0.0	0.000346009761083	1.0	1.0	
ASV217	ASV217	Actinobacteria	Actinobacteria	Microbacteriaceae	Yonghaparkia	0.0	0.000593648342095	0.000403136213935	0.000266780863138	0.00531933730018	0.000781800783044	0.000593648342095	0.00658290271935			1.0
ASV216	ASV216	Actinobacteria	Actinobacteria	Intrasporangiaceae	Janibacter	0.00147049088524	0.00295383888776	0.00118145029167	0.00237783445382	0.000213102419182	0.0	0.004424329773	0.00672622605243			
ASV219	ASV219	Proteobacteria	Gammaproteobacteria	Nitrosomonadaceae	MND1	0.000683285101876	0.00319675124304	0.000356800371418	0.00298419145	0.000128131637004	0.0	0.00388003634491	0.00666587470146			
ASV1422	ASV1422	Fibrobacteres	Fibrobacteria	Fibrobacteraceae	possible_genus_04	0.000118608082816	0.0	0.000624483367319	0.000105016960946	7.91448369323e-05	0.000169829367478	0.000118608082816	0.000808645165197	1.0		
ASV1030	ASV1030	Proteobacteria	Alphaproteobacteria	Caulobacteraceae	Caulobacter	0.000590316628341	3.46890051269e-05	0.000412560970251	3.33040661634e-05	0.000197562612642	7.05583586272e-05	0.000625005633468	0.000678116654183	1.0		
ASV624	ASV624	Proteobacteria	Gammaproteobacteria	Nitrosomonadaceae	Ellin6067	0.00031682579839	0.000326622226415	0.00185884043578	0.000501422118824	0.000148608590457	0.0	0.000643448024805	0.00283549337148	1.0		
BE242																
ASV2175	ASV2175	Actinobacteria	Actinobacteria	Thermomonosporaceae	Actinomadura	0.000145993460768	0.0	0.000316747012232	1.49340660982e-05	0.0	0.0	0.000145993460768	0.00033168107833	1.0	1.0	
BE65B																
BE153																
BE156																
BE157																
BE154																
BE159																
ASV820	ASV820	Spirochaetes	Leptospirae	Leptospiraceae	Turneriella	0.000266103324059	0.000226867244431	0.000818014408012	0.000152679456415	0.000296959206059	0.00013616249192	0.00049297056849	0.00149452031492		1.0	
ASV1558	ASV1558	Chloroflexi	Chloroflexia	Herpetosiphonaceae	Herpetosiphon	0.0	0.0	0.00154505609063	0.0	0.0	0.0	0.0	0.00154505609063	1.0	1.0	
BE43																
ASV489	ASV489	Proteobacteria	Deltaproteobacteria	Sandaracinaceae		0.00173269142051	7.07597755333e-05	0.000834267419268	0.000256881675848	0.000142825882954	1.33956540377e-05	0.00180345119605	0.0013047347536	1.0		
ASV958	ASV958	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Rhodoferax	5.39130572668e-05	0.0	0.00213334605209	8.23968127836e-05	0.0	0.0	5.39130572668e-05	0.00221574286487	1.0		
BE40																
BE47																
BE46																
BE45																
BE44																
ASV952	ASV952	Acidobacteria	Subgroup_6	Unknown_Family	Vicinamibacter	0.00066746363779	4.13970490718e-05	0.000826182734625	5.16209797413e-05	2.20188380596e-05	0.0	0.000708860686862	0.000941219601498	1.0	1.0	
BE228																
BE49																
BE48																
ASV484	ASV484	Proteobacteria	Gammaproteobacteria	Unknown_Family	Acidibacter	0.00240866053457	3.06345733042e-05	0.000652445425793	6.66675328654e-05	5.1459296815e-05	0.0	0.00243929510788	0.000801206828778	1.0	1.0	
ASV1811	ASV1811	Actinobacteria	Actinobacteria	Micrococcaceae	Kocuria	0.0	0.0	0.000444548827199	0.0	0.000249085435435	0.0	0.0	0.000693634262634	1.0	1.0	
ASV139	ASV139	Nitrospirae	Nitrospira	Nitrospiraceae	Nitrospira	0.00244885695792	0.0045805751721	0.000765849020979	0.00254204798399	0.000455721963253	9.93403798776e-06	0.00702943213003	0.00834419414032			
ASV134	ASV134	Planctomycetes	Phycisphaerae	WD2101_soil_group		0.00274193503606	0.00335709314438	0.000542069992072	0.00355435091168	0.000213653614658	0.0	0.00609902818044	0.00766716766279			
ASV136	ASV136	Proteobacteria	Alphaproteobacteria	Xanthobacteraceae		0.000856316237341	2.76040625565e-05	0.00124406027229	0.000319996527633	0.00541264340863	0.000949357268612	0.000883920299897	0.00700430427111	1.0		1.0
ASV50	ASV50	Bacteroidetes	Bacteroidia	env.OPS_17		6.18592328151e-05	0.000284945893259	0.000277464490577	0.000270757697852	0.00778194531123	0.0092027060772	0.000346805126074	0.00861511339292			1.0
ASV51	ASV51	Actinobacteria	Thermoleophilia	Gaiellaceae	Gaiella	0.00499278358225	0.00526196482116	0.00394406940744	0.00623206279569	0.000991883548935	0.0	0.0102547484034	0.0164299805732			
BE275																
ASV54	ASV54	Nitrospirae	Nitrospira	Nitrospiraceae	Nitrospira	0.00522139384645	0.00609098663926	0.00206358760802	0.00700858839158	0.000654468717745	1.56012730639e-05	0.0113123804857	0.0158176313566			
ASV56	ASV56	Bacteroidetes	Bacteroidia	Microscillaceae		0.00492086588204	0.00464473460638	0.00585720808248	0.00465610749094	0.000718067359528	5.7771986055e-05	0.00956560048842	0.0158761175393	1.0		
ASV57	ASV57	Verrucomicrobia	Verrucomicrobiae	Pedosphaeraceae		0.00711102051528	0.00381306389967	0.00300167413115	0.00404552524276	0.00109795944422	0.000853943544166	0.010924084415	0.0119582227178			
ASV58	ASV58	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Roseateles	0.000533347868951	0.000201633736364	0.000938205280656	0.0	0.00475012422303	0.00864081972071	0.000734981605315	0.00588996324005		1.0	1.0
ASV59	ASV59	Proteobacteria	Alphaproteobacteria	Xanthobacteraceae		0.00435608354065	0.00602648488394	0.00267294383001	0.00582121906265	0.000735888877396	0.0	0.0103825684246	0.015256536654			
ASV4094	ASV4094	Bacteroidetes	Bacteroidia	Microscillaceae	Ohtaekwangia	1.07183050787e-05	2.08818089613e-05	0.00018098401352	2.27109277414e-05	0.0	0.0	3.160011404e-05	0.000224576750222	1.0		
ASV283	ASV283	Firmicutes	Bacilli	Bacillaceae	Bacillus	0.00111117384864	0.000708898007862	0.00247511204336	0.00123092927403	7.88584107565e-05	0.0	0.0018200718565	0.00449379773601			
ASV1350	ASV1350	Proteobacteria	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	0.0	0.0	3.58176195467e-06	0.0	0.000334056059239	0.000630666040931	0.0	0.000337637821194			
ASV554	ASV554	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	0.00151080038258	8.2709675698e-05	0.000536784576479	0.000315338672834	0.000160896468832	3.58198845948e-05	0.00159351005828	0.00109572939384	1.0		
ASV550	ASV550	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Duganella	0.0	0.0	0.00025081977074	0.0	0.000744284817265	0.001652284438	0.0	0.000995104588005	1.0	1.0	
ASV414	ASV414	Proteobacteria	Gammaproteobacteria	Rhodanobacteraceae		0.00122294023004	0.00024134603709	0.00205044970079	0.000403499675139	0.000104808742627	0.0	0.00146428626713	0.00280010415565		1.0	
ASV3899	ASV3899	Actinobacteria	Actinobacteria	Promicromonosporaceae	Cellulosimicrobium	6.17230664556e-05	2.5345972525e-05	9.6784196618e-05	0.0	0.0	0.0	8.70690389806e-05	0.000122130169143			
ASV26	ASV26	Proteobacteria	Alphaproteobacteria	Devosiaceae	Devosia	0.00371133707465	0.00182572541006	0.0043264152389	0.00151755071747	0.00760580456376	0.0132391335285	0.00553706248471	0.0152754959302	1.0		1.0
ASV21	ASV21	Proteobacteria	Deltaproteobacteria	Sandaracinaceae		0.000126312983688	8.26166519122e-05	0.0279776809777	0.000742953798364	0.017468864723	0.00241242121104	0.0002089296356	0.046272116151	1.0	1.0	1.0
ASV20	ASV20	Fibrobacteres	Fibrobacteria	Fibrobacteraceae	possible_genus_04	1.10815602837e-05	5.33855325207e-05	0.010598991198	0.000561913243803	0.036664675447	0.00126302486117	6.44670928044e-05	0.0478789654213	1.0	1.0	1.0
ASV23	ASV23	Proteobacteria	Alphaproteobacteria	Caulobacteraceae	Caulobacter	2.40851803801e-05	2.6280643293e-05	0.000197976848469	5.81510583164e-05	0.0109614737558	0.0211387164668	5.0365823673e-05	0.0112438823058			1.0
ASV22	ASV22	Nitrospirae	Nitrospira	Nitrospiraceae	Nitrospira	0.00960640107532	0.0156436817893	0.00600560525101	0.0108339349156	0.00134867067751	7.70695529516e-05	0.0252500828646	0.0338318926334			
ASV28	ASV28	Fibrobacteres	Fibrobacteria	Fibrobacteraceae	possible_genus_04	7.74573545309e-05	1.31291028446e-05	0.0098002392137	0.000626210406453	0.0245128806235	0.000885905857349	9.05864573755e-05	0.0349524593465	1.0	1.0	1.0
ASV3255	ASV3255	Chloroflexi	Chloroflexia	Herpetosiphonaceae	Herpetosiphon	0.0	0.0	0.000329717355825	3.89795001004e-05	0.0	0.0	0.0	0.000368696855925	1.0		
ASV362	ASV362	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Sphingopyxis	0.0	3.62920048687e-05	7.83421939712e-05	1.5690142839e-05	0.00258953537732	0.000935057946825	3.62920048687e-05	0.00271985971899			1.0
ASV3528	ASV3528	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Sphingomonas	1.20048739788e-05	0.0	3.7508585821e-05	0.0	0.000199510944359	0.0	1.20048739788e-05	0.00023701953018			
ASV1177	ASV1177	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Altererythrobacter	0.00076621517404	1.84654415248e-05	0.000401891804112	2.57103777369e-05	9.9483315114e-05	0.0	0.000784680615565	0.000545550938487	1.0		
ASV1379	ASV1379	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Rhodoferax	8.78166444045e-05	0.0	7.45113246473e-05	1.27771759886e-05	0.000318864531066	0.000381931443287	8.78166444045e-05	0.000406153031702			
ASV1372	ASV1372	Chloroflexi	Anaerolineae	A4b		0.000455160863562	0.000132457940593	0.000488857119132	0.000215305176866	3.1456133823e-05	0.0	0.000587618804155	0.000868076370414	1.0		
ASV1373	ASV1373	Proteobacteria	Gammaproteobacteria	Nitrosomonadaceae	Ellin6067	0.00019035752626	0.0	0.000613133469975	8.1064375247e-05	0.000142132590003	0.0	0.00019035752626	0.000836330435225	1.0	1.0	
ASV879	ASV879	Firmicutes	Bacilli	Streptococcaceae	Streptococcus	0.0	0.0	0.00056159306792	9.95221279158e-06	0.000754287868527	0.0	0.0	0.00132583314924	1.0		
ASV877	ASV877	Proteobacteria	Gammaproteobacteria	Rhodanobacteraceae	Dokdonella	0.000775138750097	6.5688243259e-05	0.000828013630331	0.000132253181656	0.0	0.0	0.000840826993356	0.00102595505525		1.0	
ASV700	ASV700	Proteobacteria	Alphaproteobacteria	Dongiaceae	Dongia	0.00114817366564	0.000283893668761	0.000552715657844	5.75018794847e-05	7.02258741904e-05	0.0	0.0014320673344	0.00096433708028	1.0		
ASV2733	ASV2733	Proteobacteria	Gammaproteobacteria	Halomonadaceae	HdN1	0.0	0.0	0.000591363195412	4.26153658797e-05	7.7147814441e-06	0.0	0.0	0.000641693342736	1.0		
ASV1511	ASV1511	Proteobacteria	Gammaproteobacteria	Acidiferrobacteraceae	Sulfurifustis	0.0	0.0	0.0012057470019	4.42581453259e-05	0.0	0.0	0.0	0.00125000514723	1.0		
ASV1857	ASV1857	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	0.00038127252464	0.0	0.000165651634022	6.76867495474e-05	3.35216661002e-05	0.0	0.00038127252464	0.000266860049669	1.0		
ASV178	ASV178	Spirochaetes	Leptospirae	Leptospiraceae	Turneriella	0.000556804904915	0.000535287227142	0.00409867896205	0.000591897029468	0.00309720824524	0.00125345683738	0.00109209213206	0.0083230714639	1.0	1.0	1.0
ASV174	ASV174	Proteobacteria	Gammaproteobacteria	TRA3-20		0.00127012239844	0.00334479147268	0.000555647860024	0.00342774826119	0.000224230586885	1.04008487093e-05	0.00461491387112	0.00755241818078			
ASV171	ASV171	Proteobacteria	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	0.0	0.0	0.000111158044508	0.0	0.00185769074425	0.00127949150638	0.0	0.00196884878876			1.0
ASV173	ASV173	Verrucomicrobia	Verrucomicrobiae	Pedosphaeraceae	ADurb.Bin063-1	0.00208872481363	0.00235956147488	0.00114393492634	0.00331622807539	0.000248713813874	0.0	0.00444828628851	0.00706843829049			
ASV96	ASV96	Verrucomicrobia	Verrucomicrobiae	Pedosphaeraceae		0.00387700779499	0.00336323559548	0.00268183740577	0.00366543607819	0.000477496861142	2.1291609889e-05	0.00724024339046	0.0101880059406			
ASV97	ASV97	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae		0.00352670330612	0.00441783653098	0.000818720950645	0.00446335532576	0.000245038071874	0.0	0.0079445398371	0.00994495087926			
ASV90	ASV90	Proteobacteria	Alphaproteobacteria	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.0	0.0	0.0	0.0	0.00576396811267	0.00661021375641	0.0	0.00576396811267			1.0
ASV91	ASV91	Proteobacteria	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	0.00197913621898	0.00614102571897	0.00169040182249	0.00320470511375	0.000729857702302	0.000235275174637	0.00812016193794	0.0117659903575			
ASV778	ASV778	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	0.000555798028992	0.00057480391567	0.000817309245692	0.000241903037183	3.39584671998e-05	0.0	0.00113060194466	0.00166797466574		1.0	
ASV2040	ASV2040	Chloroflexi	Chloroflexia	Herpetosiphonaceae	Herpetosiphon	2.70047410473e-05	1.31319763624e-05	0.000786573317104	7.53782385738e-05	6.34008676618e-05	3.01585396797e-05	4.01367174097e-05	0.000938484399702	1.0		
ASV773	ASV773	Chloroflexi	Chloroflexia	Herpetosiphonaceae	Herpetosiphon	2.08573995636e-05	4.08388629737e-05	0.00243461603943	0.000123398289401	0.000104213821703	3.09353548774e-05	6.16962625373e-05	0.0027030670135	1.0		
BE128																
BE123																
BE122																
BE121																
BE120																
BE127																
BE126																
BE125																
BE124																
ASV453	ASV453	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	4.48579528475e-05	4.55829680985e-05	0.00378738642774	0.000172951751489	6.51782919815e-05	0.0	9.0440920946e-05	0.00407109943931	1.0	1.0	
ASV452	ASV452	Proteobacteria	Gammaproteobacteria	Enterobacteriaceae	Escherichia/Shigella	8.06731366522e-06	0.0	0.00115870912445	1.16771956047e-05	0.000727516488051	0.0	8.06731366522e-06	0.0018979028081	1.0	1.0	1.0
ASV459	ASV459	Proteobacteria	Gammaproteobacteria	Burkholderiaceae		0.0	5.79322638146e-05	0.0013035195957	0.0	0.000778243705384	0.00115925217461	5.79322638146e-05	0.0021396955649	1.0	1.0	
ASV458	ASV458	Proteobacteria	Deltaproteobacteria	Sandaracinaceae		0.00153447051797	0.00032839865873	0.000455576781486	0.000286421829323	0.000205383375531	0.0	0.0018628691767	0.00127578064507		1.0	
ASV1923	ASV1923	Verrucomicrobia	Verrucomicrobiae	Chthoniobacteraceae		0.000250711045469	5.79470593722e-05	0.000207059653211	1.97886748699e-05	2.83550454382e-05	4.05554474077e-06	0.000308658104841	0.000313150432892		1.0	
BE39																
BE32																
BE33																
BE30																
BE31																
BE36																
ASV517	ASV517	Verrucomicrobia	Verrucomicrobiae	Pedosphaeraceae		0.00187329038967	0.000134028171967	0.000674881993141	0.000264811416315	3.48592306952e-05	0.0	0.00200731856164	0.00110858081212	1.0		
BE34																
BE35																
ASV686	ASV686	Actinobacteria	Actinobacteria	Kineosporiaceae	Kineosporia	0.00119538044009	8.18558038777e-05	0.00108940166682	3.24257500988e-05	1.46580847438e-05	0.0	0.00127723624397	0.00121834130554	1.0	1.0	
ASV687	ASV687	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Sphingopyxis	1.78909903851e-05	8.69120920877e-05	1.72575335839e-05	2.53116605093e-05	0.00186399421495	0.00101929021602	0.000104803082473	0.00199347550113			1.0
ASV685	ASV685	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Ellin6055	0.00143369834224	0.000134705389957	0.000616322214856	0.000123280471854	1.54295628882e-05	0.0	0.0015684037322	0.000889737639556	1.0		
ASV68	ASV68	Actinobacteria	Actinobacteria	Streptomycetaceae	Streptomyces	0.00327267216438	0.00414243526637	0.00529688667744	0.00371785972884	0.000311670018409	0.000605013827945	0.00741510743075	0.0134688516911			
ASV3981	ASV3981	Bacteroidetes	Bacteroidia	Microscillaceae		0.0	0.0	0.000256838092245	1.02881399352e-05	0.0	1.18181974456e-05	0.0	0.00026712623218	1.0		
ASV61	ASV61	Actinobacteria	Actinobacteria	Mycobacteriaceae	Mycobacterium	0.00396324406755	0.00563392031646	0.00336873093784	0.00519207920212	0.000626847402884	3.65289739226e-05	0.009597164384	0.0148215778593			
ASV997	ASV997	Actinobacteria	Actinobacteria	Thermomonosporaceae	Actinocorallia	0.000414578450102	0.0	0.000710938353591	0.0	7.54705558078e-05	1.32453839837e-05	0.000414578450102	0.000786408909399	1.0	1.0	
BE220																
ASV64	ASV64	Proteobacteria	Deltaproteobacteria	BIrii41		0.00367334508054	0.00120388130575	0.00210991123532	0.000937272346404	0.00175342126309	0.00758391787555	0.0048772263863	0.00600448615057	1.0	1.0	
BE222																
ASV66	ASV66	Fibrobacteres	Fibrobacteria	Fibrobacteraceae	possible_genus_04	0.000216937106404	0.000328749025089	0.00275663990244	0.000750310672656	0.00368549520912	0.00909224609965	0.000545686131493	0.0075211948093	1.0		
BE187																
ASV350	ASV350	Proteobacteria	Alphaproteobacteria	Rhizobiaceae	Shinella	0.0	0.0	0.000166780336203	1.75651638303e-05	0.00311625554733	0.00107221733568	0.0	0.00330060104736			1.0
ASV420	ASV420	Firmicutes	Bacilli	Planococcaceae		0.00111886872771	0.000565601509826	0.00148005356284	0.00102629513356	4.45020852406e-05	0.0	0.00168447023754	0.00311645229147			
BE181																
ASV296	ASV296	Firmicutes	Bacilli	Staphylococcaceae	Staphylococcus	0.0	0.0	0.00182176190232	0.0	0.000626486655153	8.35275348519e-06	0.0	0.00244824855748			1.0
BE180																
ASV1331	ASV1331	Proteobacteria	Alphaproteobacteria	Caulobacteraceae	Phenylobacterium	0.000480511843643	4.91330076596e-05	0.000221802071788	0.0	4.45020852406e-05	0.0	0.000529644851303	0.000315437164688		1.0	
ASV1334	ASV1334	Proteobacteria	Gammaproteobacteria	Xanthomonadaceae	Lysobacter	0.000561227837083	6.83280747154e-05	0.000509168523823	0.000258671153384	0.0	0.0	0.000629555911798	0.000836167751923	1.0		
ASV193	ASV193	Firmicutes	Bacilli	Bacillaceae	Bacillus	0.00198292499506	0.00149751352751	0.00178815411441	0.00184332905374	0.000452600028622	0.0	0.00348043852257	0.00558159672428			
ASV190	ASV190	Proteobacteria	Gammaproteobacteria	Steroidobacteraceae		0.00151002463764	0.00295238058256	0.00124723237357	0.00246657212902	0.000247428503619	0.0	0.0044624052202	0.00691361358877			
ASV2865	ASV2865	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Rubrivivax	0.0	0.0	0.000543075884736	0.0	5.78522425505e-05	0.0	0.0	0.000600928127286	1.0	1.0	
BE182																
ASV2908	ASV2908	Fibrobacteres	Fibrobacteria	Fibrobacteraceae	possible_genus_04	0.0	0.0	0.000798236053331	1.81342231192e-05	0.0	0.0	0.0	0.00081637027645	1.0	1.0	
ASV6133	ASV6133	Chloroflexi	Chloroflexia	Herpetosiphonaceae	Herpetosiphon	0.0	0.0	0.000106235294133	3.08936982262e-05	0.0	0.0	0.0	0.000137128992359	1.0		
ASV111	ASV111	Proteobacteria	Deltaproteobacteria	Sandaracinaceae		0.0	0.0	0.00425705175884	0.0	0.00422547305511	0.000363385977173	0.0	0.00848252481395	1.0	1.0	1.0
ASV1109	ASV1109	Proteobacteria	Gammaproteobacteria	Acidiferrobacteraceae	Sulfurifustis	0.0	0.0	0.00332016209687	2.00280027894e-05	0.000237603424637	0.0	0.0	0.0035777935243	1.0	1.0	
ASV2767	ASV2767	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	0.0	0.0	0.00051709013261	0.0	7.61956365299e-05	0.0	0.0	0.00059328576914	1.0		
ASV2888	ASV2888	Proteobacteria	Alphaproteobacteria	Sphingomonadaceae	Ellin6055	5.17324880025e-05	0.0	7.70769905401e-05	0.000218805649334	0.0	0.0	5.17324880025e-05	0.000295882639874			
BE70																
ASV1106	ASV1106	Proteobacteria	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	3.0612428646e-05	0.000311141699382	0.000218850485456	0.000104812911897	0.000341031101024	0.000434796014802	0.000341754128028	0.000975836197759			
BE71																
ASV1414	ASV1414	Bacteroidetes	Bacteroidia	Flavobacteriaceae	Flavobacterium	0.0	0.0	0.000590156889199	0.0	0.0	0.0	0.0	0.000590156889199		1.0	
ASV222	ASV222	Proteobacteria	Deltaproteobacteria	Sandaracinaceae		4.15210082908e-05	0.0	0.00157058073297	0.0	0.00356281720566	0.000380691828869	4.15210082908e-05	0.00513339793862	1.0	1.0	1.0
ASV224	ASV224	Proteobacteria	Gammaproteobacteria	Nitrosomonadaceae	Ellin6067	9.32151674886e-05	0.0	0.00712683413757	0.000280325880906	0.0	0.0	9.32151674886e-05	0.00740716001848	1.0	1.0	
ASV3140	ASV3140	Proteobacteria	Gammaproteobacteria	Acidiferrobacteraceae	Sulfurifustis	0.0	0.0	0.00066476639789	0.0	0.0	0.0	0.0	0.00066476639789	1.0	1.0	
ASV228	ASV228	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	4.75182964651e-05	1.81694873123e-05	0.00364594480082	0.000113271045601	0.002181200548	0.00106058420178	6.56877837774e-05	0.00595858588174	1.0	1.0	
ASV1384	ASV1384	Proteobacteria	Gammaproteobacteria	Burkholderiaceae	Noviherbaspirillum	0.0	0.0	0.00106254702765	0.000208366133072	0.0	0.0	0.0	0.00127091316072	1.0	1.0	
ASV1382	ASV1382	Proteobacteria	Deltaproteobacteria	BIrii41		0.000369768860522	0.000123958672575	0.000639473841062	4.30751162224e-05	1.49250691083e-05	0.0	0.000493727533097	0.000821432698967	1.0		
ASV880	ASV880	Proteobacteria	Deltaproteobacteria	Haliangiaceae	Haliangium	0.0	0.0	0.0012700993057	6.14426126186e-05	0.000790425239779	0.0	0.0	0.00212196715809	1.0		
